source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,bp_rp
427594235188634112,10.84914612458777,0.7012894,61.85344738284758,0.7824376,0.722633085593972,0.96397245,-3.259288781552663,1.1179528,0.3920524140579245,1.2766421,20.768894,1.7788696
427594235189582720,10.858075106413052,3.6604595,61.85686757575259,3.1302512,,,,,,,21.091724,1.6602955
427594235189792768,10.859647030219616,2.5559385,61.85366415936854,3.6662683,,,,,,,21.189234,1.5830765
427594265249017984,10.877808387403103,0.14562407,61.85794596159239,0.16631788,0.9328748829127534,0.21841629,-2.7224833610313235,0.19808237,-9.25144132271599,0.24767368,19.010353,2.7113514
427594265249026816,10.854143584525104,0.19720626,61.860031714495726,0.2162339,0.09545129977834671,0.28518337,-2.4222554346170746,0.26475427,-0.4555077566661202,0.31403866,19.467587,2.439474
427594265249033856,10.863828529542632,0.47977814,61.86131379077057,0.5042223,0.575476410869368,0.6603311,-0.2371323732528991,0.6892014,-2.9772188258276677,0.77189296,20.46356,1.858202
427594265249055872,10.857024373761034,0.07843319,61.865600470588866,0.09524431,0.26741881677865015,0.11555362,-0.8364118013162452,0.11368518,-0.31652632803286485,0.15982777,18.117912,2.543995
427594265249077760,10.85309546374663,0.1601686,61.870383196066335,0.16305022,0.395817004304972,0.22378515,-1.7551306175520005,0.21251684,0.04087302004373043,0.24764913,19.02142,2.3764172
427594269544130560,10.854053083615609,0.3748954,61.870597631593746,0.43326166,-0.14011200552156902,0.52479583,-1.729119157513904,0.5654125,-0.4316240878844325,0.87256247,20.281881,
427594269546291840,10.87904131975225,0.7289472,61.852897633479564,0.74526685,-0.15739253060706737,1.0156764,-5.794222784451617,0.9887639,-1.8913353650894655,1.2746261,20.75762,2.5369358
427594299608642944,10.824963525528917,0.13156441,61.83351306137815,0.13996793,0.3630551962771006,0.18865635,2.440355173834105,0.17996503,0.5969923603969549,0.21254262,18.755383,2.4370193
427594299608703360,10.80880272424434,0.14209461,61.84736796533856,0.15188332,0.569563796718988,0.20618528,1.0907574643666467,0.19132662,-0.7102683887777049,0.21910118,18.962687,2.2569427
427594303906022528,10.817528624008682,0.9678956,61.83485761074239,0.9286777,1.2355864694967766,1.2718834,0.84890466461751,1.4683897,-4.040932773003559,1.6903231,20.85088,1.8596172
427594303907120000,10.829757727347825,1.2197049,61.83986041876212,1.4308913,,,,,,,20.830458,2.053568
427594303907599488,10.813722756372563,5.8329344,61.83901141543122,8.539785,,,,,,,21.144047,1.3775692
427594303909476224,10.819847178600998,0.024612185,61.83754126579295,0.026933944,1.4266684068561184,0.03579766,-5.544908079134077,0.033416983,1.260280996910355,0.04234935,16.02372,1.7574587
427594303909757952,10.825151711073945,0.6670215,61.83058506173242,0.68854535,-0.15759134204147046,0.83675134,-1.4953845967958939,1.0724847,1.420880206456673,1.477636,20.699629,2.083929
